ORDEN;bbdd_query;query;Procedimiento;bbdd_tabla;ORIGEN;DESTINO;
635;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;16;;#AUX_SII;#AUX_SII_TASACION;
636;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;17;;#AUX_SII_2;#AUX_SII_3;
637;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;17;;#AUX_SII_TASACION;#AUX_SII_3;
638;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;18;;#AUX_SII_3;#AUX_CUALITATIVAS;
639;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;19;;#AUX_SII_3;#AUX_MAX_MIN_ANT_VEH;
640;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;20;;#AUX_SII_3;#AUX_AVG_TASACION;
641;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;21;;#AUX_MAX_MIN_ANT_VEH;#AUX_MAX_MIN_TASACION;
642;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;21;;#AUX_AVG_TASACION;#AUX_MAX_MIN_TASACION;
643;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;21;;#AUX_AVG_TASACION;#AUX_MAX_MIN_TASACION;
644;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;22;;#AUX_MAX_MIN_TASACION;#AUX_01;
645;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;23;;#AUX_01;#AUX_MAX_MIN_TASACION;
646;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;24;;#AUX_CHANNEL_TO_EMB_2024;#AUX_JOIN_SII;
647;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;24;;#AUX_MAX_MIN_TASACION;#AUX_JOIN_SII;
648;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;25;;#AUX_JOIN_SII;#AUX_JOIN_SII_FUERA_MIN_PERIODO_1;
649;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;25;;#AUX_MAX_MIN_TASACION;#AUX_JOIN_SII_FUERA_MIN_PERIODO_1;
650;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;26;;#AUX_JOIN_SII_FUERA_MIN_PERIODO_1;#AUX_JOIN_SII_FUERA_MIN_PERIODO_2;
651;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;26;;#AUX_MAX_MIN_TASACION;#AUX_JOIN_SII_FUERA_MIN_PERIODO_2;
652;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;27;;#AUX_JOIN_SII_FUERA_MIN_PERIODO_2;#AUX_JOIN_SII_FUERA_MIN_PERIODO_3;
653;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;27;;#AUX_MAX_MIN_TASACION;#AUX_JOIN_SII_FUERA_MIN_PERIODO_3;
654;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;28;;#AUX_JOIN_SII_FUERA_MIN_PERIODO_3;#AUX_JOIN_SII_FUERA_MIN_PERIODO_4;
655;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;28;;#AUX_MAX_MIN_TASACION;#AUX_JOIN_SII_FUERA_MIN_PERIODO_4;
656;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;29;;#AUX_JOIN_SII_FUERA_MIN_PERIODO_4;#AUX_JOIN_SII_FUERA_MIN_PERIODO_5;
657;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;29;;#AUX_MAX_MIN_TASACION;#AUX_JOIN_SII_FUERA_MIN_PERIODO_5;
658;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;30;;#AUX_JOIN_SII;#AUX_JOIN_SII_FINAL;
659;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;30;;#AUX_JOIN_SII_FUERA_MIN_PERIODO_1;#AUX_JOIN_SII_FINAL;
660;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;30;;#AUX_JOIN_SII_FUERA_MIN_PERIODO_2;#AUX_JOIN_SII_FINAL;
661;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;30;;#AUX_JOIN_SII_FUERA_MIN_PERIODO_3;#AUX_JOIN_SII_FINAL;
662;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;30;;#AUX_JOIN_SII_FUERA_MIN_PERIODO_4;#AUX_JOIN_SII_FINAL;
663;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;30;;#AUX_JOIN_SII_FUERA_MIN_PERIODO_5;#AUX_JOIN_SII_FINAL;
664;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;31;;#AUX_JOIN_SII_FINAL;#AUX_JOIN_SII_2;
665;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;31;;#AUX_SII_3;#AUX_JOIN_SII_2;
666;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;31;;#AUX_CUALITATIVAS;#AUX_JOIN_SII_2;
667;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;32;;#AUX_JOIN_SII_2;#AUX_JOIN_SII_3;
668;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;33;;#AUX_JOIN_SII_3;#AUX_AGRUPACIONES;
669;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_NEW_MODEL_2024_VARIABLES_NUEVAS;34;;#AUX_AGRUPACIONES;ALMACEN_DE_DATOS.DBO.NEW_VARIABLES_MODELO_PERSONAL_2024;
670;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.05_SP_SURA_MOVILIDAD_VARIABLES_PARA_RF;51;;#SURA_MOVILIDAD_RATING_FACTORS2;#SURA_MOVILIDAD_RATING_FACTORS3;
671;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.05_SP_SURA_MOVILIDAD_VARIABLES_PARA_RF;51;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.NEW_VARIABLES_MODELO_PERSONAL_2024;#SURA_MOVILIDAD_RATING_FACTORS3;
672;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.05_SP_SURA_MOVILIDAD_VARIABLES_PARA_RF;52;;#SURA_MOVILIDAD_RATING_FACTORS3;#SURA_MOVILIDAD_RATING_FACTORS3;
673;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.05_SP_SURA_MOVILIDAD_VARIABLES_PARA_RF;52;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MARCA_NM2024;#SURA_MOVILIDAD_RATING_FACTORS3;
674;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.05_SP_SURA_MOVILIDAD_VARIABLES_PARA_RF;53;;#SURA_MOVILIDAD_RATING_FACTORS3;#SURA_MOVILIDAD_RATING_FACTORS3;
675;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.05_SP_SURA_MOVILIDAD_VARIABLES_PARA_RF;53;REPORTES;REPORTES.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#SURA_MOVILIDAD_RATING_FACTORS3;
676;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.05_SP_SURA_MOVILIDAD_VARIABLES_PARA_RF;54;;#SURA_MOVILIDAD_RATING_FACTORS3;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RATING_FACTORS;
677;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;121;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;REPORTES.DBO.SURA_MOVILIDAD_TRANSACCIONAL_CIERRE_MES;
678;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;122;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MAESTRO_PERSONA_FULL;#EJECUTIVOS;
679;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;122;RSACLSF041;RSACLSF041.RENOVACIONWEB.DBO.SOLICITUD;#EJECUTIVOS;
680;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;123;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MAESTRO_PERSONA_FULL;#CORREDOR;
681;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;123;RSACLSF041;RSACLSF041.RENOVACIONWEB.DBO.SOLICITUD;#CORREDOR;
682;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;124;RSACLSF041;RSACLSF041.RENOVACIONWEB.DBO.SOLICITUD;ALMACEN_DE_DATOS.DBO.SURA_DESCUENTO_RENOVACION;
683;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;124;RSACLSF041;RSACLSF041.RENOVACIONWEB.DBO.POLIZA;ALMACEN_DE_DATOS.DBO.SURA_DESCUENTO_RENOVACION;
684;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;124;RSACLSF041;RSACLSF041.RENOVACIONWEB.DBO.TIPOSOLICITUD;ALMACEN_DE_DATOS.DBO.SURA_DESCUENTO_RENOVACION;
685;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;124;RSACLSF041;RSACLSF041.RENOVACIONWEB.DBO.ESTADOSOLICITUD;ALMACEN_DE_DATOS.DBO.SURA_DESCUENTO_RENOVACION;
686;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;124;RSACLSF041;RSACLSF041.RENOVACIONWEB.DBO.PRODUCTO;ALMACEN_DE_DATOS.DBO.SURA_DESCUENTO_RENOVACION;
687;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;124;;#EJECUTIVOS;ALMACEN_DE_DATOS.DBO.SURA_DESCUENTO_RENOVACION;
688;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;124;;#CORREDOR;ALMACEN_DE_DATOS.DBO.SURA_DESCUENTO_RENOVACION;
689;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;124;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_DESCUENTO_RENOVACION;
690;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;125;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_DESCUENTO_RENOVACION;REPORTES.DBO.SURA_DESCUENTO_RENOVACION;
691;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;126;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#SURA_MOVILIDAD_APROBACION_SIN_INSPECCION;
692;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;127;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES_SHIFT;
693;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;128;;#SURA_MOVILIDAD_APROBACION_SIN_INSPECCION;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES_SHIFT;
694;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;1;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_BASE;
695;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;2;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_ANTIG_CL_ASE_RUT_CHANNEL;
696;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;3;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_ANTVEH_CALC;
697;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;4;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CHANNEL_TO_EMB_2024;
698;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;5;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_COMUNA_ASE;
699;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;6;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_EDAD_ASE;
700;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;7;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_GSE;
701;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;8;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_DEDUCIBLE;
702;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;9;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_SINI_TOT_0_36;
703;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;10;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_RF_TOP100_2024;
704;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;11;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_SEXO;
705;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;12;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TALLER;
706;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;13;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TASACION;
707;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;14;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TIPPLAN;
708;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;15;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TIPO_VIGENCIA;
709;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;16;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TIPO_VEH;
710;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;17;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CANDIDATO_EXTRANJERO;
711;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;18;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_IND_POLIZA_TELEMATICA;
712;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;19;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_EDAD_X_SEXO;
713;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;20;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_REGION_X_MARCA;
714;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;21;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_EDAD_X_TIPO_VEH;
715;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;22;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_TASACION_X_ANTVEH;
716;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;23;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_SEXO_X_TIPO_VEH;
717;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;24;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_TIPO_VEH_X_GSE;
718;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;25;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_MARCA_X_ANTVEH;
719;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;26;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_PERIOD;
720;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;27;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CALIB_SALIDA_AKUR8;
721;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;28;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CALIB_2024Q4;
722;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;29;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CALIB_TPLAN_2024Q4;
723;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RATING_FACTORS;#RATING_FACTORS_PERSONAL;
724;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_BASE;#RATING_FACTORS_PERSONAL;
725;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_CALIB_SALIDA_AKUR8;#RATING_FACTORS_PERSONAL;
726;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_CALIB_TPLAN_2024Q4;#RATING_FACTORS_PERSONAL;
727;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_CALIB_2024Q4;#RATING_FACTORS_PERSONAL;
728;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_ANTIG_CL_ASE_RUT_CHANNEL;#RATING_FACTORS_PERSONAL;
729;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_ANTVEH_CALC;#RATING_FACTORS_PERSONAL;
730;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_CHANNEL_TO_EMB_2024;#RATING_FACTORS_PERSONAL;
731;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_COMUNA_ASE;#RATING_FACTORS_PERSONAL;
732;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_EDAD_ASE;#RATING_FACTORS_PERSONAL;
733;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_GSE;#RATING_FACTORS_PERSONAL;
734;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_DEDUCIBLE;#RATING_FACTORS_PERSONAL;
735;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_SINI_TOT_0_36;#RATING_FACTORS_PERSONAL;
736;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_RF_TOP100_2024;#RATING_FACTORS_PERSONAL;
737;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_SEXO;#RATING_FACTORS_PERSONAL;
738;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_TALLER;#RATING_FACTORS_PERSONAL;
739;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_TASACION;#RATING_FACTORS_PERSONAL;
740;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_TIPPLAN;#RATING_FACTORS_PERSONAL;
741;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_TIPO_VIGENCIA;#RATING_FACTORS_PERSONAL;
742;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_TIPO_VEH;#RATING_FACTORS_PERSONAL;
743;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_CANDIDATO_EXTRANJERO;#RATING_FACTORS_PERSONAL;
744;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_IND_POLIZA_TELEMATICA;#RATING_FACTORS_PERSONAL;
745;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LP_RF_FLAG_TIPO_PLAN;#RATING_FACTORS_PERSONAL;
746;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_INTER_EDAD_X_SEXO;#RATING_FACTORS_PERSONAL;
747;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_INTER_REGION_X_MARCA;#RATING_FACTORS_PERSONAL;
748;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_INTER_EDAD_X_TIPO_VEH;#RATING_FACTORS_PERSONAL;
749;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_INTER_TASACION_X_ANTVEH;#RATING_FACTORS_PERSONAL;
750;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_INTER_SEXO_X_TIPO_VEH;#RATING_FACTORS_PERSONAL;
751;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_INTER_TIPO_VEH_X_GSE;#RATING_FACTORS_PERSONAL;
