ORDEN;bbdd_query;query;Procedimiento;bbdd_tabla;ORIGEN;DESTINO;
752;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;30;;#AUX_INTER_MARCA_X_ANTVEH;#RATING_FACTORS_PERSONAL;
753;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;31;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RATING_FACTORS;#RATING_FACTORS_COMMERCIAL_PESADO;
754;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;31;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_BASE_RATES_PES;#RATING_FACTORS_COMMERCIAL_PESADO;
755;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;31;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_DEDUCIBLE_PES;#RATING_FACTORS_COMMERCIAL_PESADO;
756;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;31;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_ANTVEH_PES;#RATING_FACTORS_COMMERCIAL_PESADO;
757;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;31;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_TAMAÑO_PES;#RATING_FACTORS_COMMERCIAL_PESADO;
758;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;31;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_ACTIVIDAD_PES;#RATING_FACTORS_COMMERCIAL_PESADO;
759;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;31;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_COMUNA_PES;#RATING_FACTORS_COMMERCIAL_PESADO;
760;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;31;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_MARCA_MODELO_PES;#RATING_FACTORS_COMMERCIAL_PESADO;
761;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;31;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_FLAG_TIPO_PLAN;#RATING_FACTORS_COMMERCIAL_PESADO;
762;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;32;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RATING_FACTORS;#RATING_FACTORS_COMMERCIAL_LIVIANO;
763;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;32;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_BASE_RATES_LIV;#RATING_FACTORS_COMMERCIAL_LIVIANO;
764;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;32;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_DEDUCIBLE_LIV;#RATING_FACTORS_COMMERCIAL_LIVIANO;
765;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;32;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_ANTVEH_LIV;#RATING_FACTORS_COMMERCIAL_LIVIANO;
766;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;32;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_TAMAÑO_LIV;#RATING_FACTORS_COMMERCIAL_LIVIANO;
767;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;32;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_ACTIVIDAD_LIV;#RATING_FACTORS_COMMERCIAL_LIVIANO;
768;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;32;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_COMUNA_LIV;#RATING_FACTORS_COMMERCIAL_LIVIANO;
769;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;32;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_MARCA_MODELO_LIV;#RATING_FACTORS_COMMERCIAL_LIVIANO;
770;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;32;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RM_LC_RF_FLAG_TIPO_PLAN;#RATING_FACTORS_COMMERCIAL_LIVIANO;
771;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;33;;#RATING_FACTORS_PERSONAL;#SURA_MOVILIDAD_RATING_FACTORS;
772;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;33;;#RATING_FACTORS_COMMERCIAL_PESADO;#SURA_MOVILIDAD_RATING_FACTORS;
773;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;33;;#RATING_FACTORS_COMMERCIAL_LIVIANO;#SURA_MOVILIDAD_RATING_FACTORS;
774;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;34;;#SURA_MOVILIDAD_RATING_FACTORS;#SURA_MOVILIDAD_RATING_FACTORS;
775;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;34;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_FACTORES_DE_AJUSTES;#SURA_MOVILIDAD_RATING_FACTORS;
776;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;35;;#SURA_MOVILIDAD_RATING_FACTORS;#SURA_MOVILIDAD_RATING_FACTORS;
777;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;35;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_FACTORES_DE_AJUSTES;#SURA_MOVILIDAD_RATING_FACTORS;
778;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;36;;#SURA_MOVILIDAD_RATING_FACTORS;#SURA_MOVILIDAD_RATING_FACTORS;
779;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;36;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_LOADING;#SURA_MOVILIDAD_RATING_FACTORS;
780;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;37;;#SURA_MOVILIDAD_RATING_FACTORS;REPORTES.DBO.SURA_MOVILIDAD_RATING_FACTORS;
781;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;1;REPORTES;REPORTES.DBO.SURA_MOVILIDAD_RATING_FACTORS;#RATING_FACTORS_PERSONAL_NEW;
782;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;2;;#RATING_FACTORS_PERSONAL_NEW;#RATING_FACTORS_PERSONAL_NEW2;
783;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;3;;#RATING_FACTORS_PERSONAL_NEW2;#RATING_FACTORS_PERSONAL_NEW2;
784;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;4;;#RATING_FACTORS_PERSONAL_NEW2;#RATING_FACTORS_PERSONAL_NEW2;
785;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;4;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.LOADINGS_PLAN_2025;#RATING_FACTORS_PERSONAL_NEW2;
786;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;5;;#RATING_FACTORS_PERSONAL_NEW2;#RATING_FACTORS_PERSONAL_NEW2;
787;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;5;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.LOADINGS_PLAN_2025;#RATING_FACTORS_PERSONAL_NEW2;
788;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;6;;#RATING_FACTORS_PERSONAL_NEW2;#RATING_FACTORS_PERSONAL_NEW3;
789;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;7;;#RATING_FACTORS_PERSONAL_NEW3;#RATING_FACTORS_PERSONAL_NEW3;
790;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;8;;#RATING_FACTORS_PERSONAL_NEW3;ALMACEN_DE_DATOS.DBO.BASE_APTP_PERSONAL;
791;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;9;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.BASE_APTP_PERSONAL;REPORTES.DBO.BASE_APTP_RETENCION;
792;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_VIGENTES_COTIZANTES;1;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.APTP_COTIZADO;#AUX01;
793;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_VIGENTES_COTIZANTES;2;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.APTP_COTIZADO;#AUX_BOTS;
794;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_VIGENTES_COTIZANTES;3;;#AUX01;#AUX02;
795;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_VIGENTES_COTIZANTES;3;;#AUX_BOTS;#AUX02;
796;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_VIGENTES_COTIZANTES;4;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.BASE_APTP_PERSONAL;#AUX_VIGENTES;
797;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_VIGENTES_COTIZANTES;5;;#AUX_VIGENTES;#AUX03;
798;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_VIGENTES_COTIZANTES;5;;#AUX02;#AUX03;
799;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_VIGENTES_COTIZANTES;6;;#AUX03;#AUX04;
800;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_VIGENTES_COTIZANTES;7;;#AUX04;REPORTES.DBO.BASE_APTP_RETENCION_FID;
801;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;10;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.BASE_APTP_PERSONAL;ALMACEN_DE_DATOS.DBO.PBI_APTP_NEW_SEMANAL_NM2024;
802;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;11;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.BASE_APTP_PERSONAL;ALMACEN_DE_DATOS.DBO.PBI_APTP_NEW_FFP_NM2024;
803;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_APTP_PERSONAL_SURA_MOVILIDAD;12;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.BASE_APTP_PERSONAL;ALMACEN_DE_DATOS.DBO.PBI_APTP_NEW_FIV_NM2024;
804;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;38;REPORTES;REPORTES.DBO.SURA_MOVILIDAD_RATING_FACTORS;REPORTES.DBO.SURA_MOVILIDAD_RATING_FACTORS;
805;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.06_SP_SURA_MOVILIDAD_PR_Y_PT;38;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.BASE_APTP_PERSONAL;REPORTES.DBO.SURA_MOVILIDAD_RATING_FACTORS;
806;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;1;SGF1034;SGF1034.ACTUARIAL.DBO.PAGOS_RVAS;ALMACEN_DE_DATOS.DBO.SURA_PAGOS_RESERVAS;
807;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;2;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_PAGOS_RESERVAS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_PAGOS_RESERVAS;
808;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;3;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_PAGOS_RESERVAS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_PAGOS_RESERVAS;
809;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;4;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_PAGOS_RESERVAS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO;
810;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;4;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_COBERTURA_IBNR;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO;
811;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;4;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_MARCA_SIN_HOGAR;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO;
812;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;5;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;
813;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;5;PROCESOS;PROCESOS.DBO.BASE_LDF_COMPLETO;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;
814;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;6;SOL;SOL.S1031EBB.RSASOLDB2.SNACSCOR;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_CERTIFICADO;
815;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;7;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;
816;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;7;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_CERTIFICADO;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;
817;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;8;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_PAGOS_RESERVAS;#SURA_MOVILIDAD_PAGOS_RESERVAS;
818;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;9;SOL;SOL.S1031EBB.RSASOLDB2.TBACSTGE;#SNACSCSI;
819;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;10;;#SURA_MOVILIDAD_PAGOS_RESERVAS;#RAMO_RESERVA_HERTZ;
820;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;10;;#SNACSCSI;#RAMO_RESERVA_HERTZ;
821;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;11;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;
822;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;11;;#RAMO_RESERVA_HERTZ;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;
823;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;12;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_PAGOS_RESERVAS;#RECUPERO;
824;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;13;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;
825;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;13;;#RECUPERO;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;
826;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.07_SP_SURA_MOVILIDAD_SINIESTROS;14;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;REPORTES.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;
827;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;1;REPORTES;REPORTES.DBO.SURA_MOVILIDAD_RATING_FACTORS;#SURA_MOVILIDAD_PRIMA_DEVENGADA_PRE;
828;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;1;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PERIODO;#SURA_MOVILIDAD_PRIMA_DEVENGADA_PRE;
829;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;2;;#SURA_MOVILIDAD_PRIMA_DEVENGADA_PRE;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_DEVENGADA;
830;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;3;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SEG_X_KM_ANUAL;
831;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;4;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_DEVENGADA;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_DEVENGADA;
832;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;4;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SEG_X_KM_ANUAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_DEVENGADA;
833;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;5;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_DEVENGADA;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_DEVENGADA;
834;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;5;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SEG_X_KM_ANUAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_DEVENGADA;
835;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;6;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_DEVENGADA;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_DEVENGADA;
836;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;6;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SEG_X_KM_ANUAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_DEVENGADA;
837;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;7;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTROS_A3_COMPLETO_FINAL;#SURA_MOVILIDAD_SINIESTROS;
838;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;8;;#SURA_MOVILIDAD_SINIESTROS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTRO;
839;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;9;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_DEVENGADA;#PRIMA_SINIESTRO_AUX;
840;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;9;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SINIESTRO;#PRIMA_SINIESTRO_AUX;
841;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;10;;#PRIMA_SINIESTRO_AUX;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_SINIESTRO;
842;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;11;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_SINIESTRO;#POLIZAS_PER_IGUALES;
843;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;12;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_SINIESTRO;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_SINIESTRO;
844;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;12;;#POLIZAS_PER_IGUALES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_SINIESTRO;
845;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.08_SP_SURA_MOVILIDAD_PRIMA_DEVENGADA;13;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PRIMA_SINIESTRO;REPORTES.DBO.SURA_MOVILIDAD_PRIMA_SINIESTRO;
846;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.PYG_V2;1;BVP_V3;BVP_V3.DBO.VW_BROKERVALUEPROPOSITION_INFORME_'+@TABLA+'_CUBO';ALMACEN_DE_DATOS.DBO.PYG_BASE;
847;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.PYG_V2;2;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.PYG_BASE;ALMACEN_DE_DATOS.DBO.PYG_BASE;
848;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.PYG_V2;2;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.PYG_LINEA;ALMACEN_DE_DATOS.DBO.PYG_BASE;
849;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.PYG_V2;3;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.PYG_BASE;ALMACEN_DE_DATOS.DBO.PYG_BASE;
